;Latitude;Longitude;sum;uncert
2256;"46°55'42.0""";"137°21'0.0""";100,19;1
2257;"54°17'0.0""";"135°30'0.0""";99,41;3
2258;"53°55'10.0""";"116°17'0.0""";99,95;1
2259;"54°35'0.0""";"136°48'0.0""";99,75;1
2260;"62°6'0.0""";"149°33'0.0""";99,98;1
2261;"67°5'0.0""";"-176°5'0.0""";99,69;2
2262;"66°8'0.0""";"129°24'0.0""";99,9;1
2263;"46°51'40.0""";"105°52'30.0""";99,82;1
2264;"49°40'0.0""";"112°56'0.0""";99,72;2
2265;"68°0'0.0""";"135°47'0.0""";100,4;1
2266;"43°6'53.0""";"133°25'10.0""";100,33;1
2267;"68°27'0.0""";"-179°42'0.0""";100,22;1
2268;"49°37'0.0""";"111°2'0.0""";99,92;1
2269;"43°48'30.0""";"135°27'40.0""";99,51;2
2270;"69°12'0.0""";"171°34'0.0""";99,72;2
2271;"67°51'0.0""";"135°2'0.0""";100,44;1
2272;"53°13'30.0""";"119°11'30.0""";99,87;1
2273;"55°11'0.0""";"118°59'0.0""";99,59;2
2274;"63°25'0.0""";"142°25'0.0""";100,42;1
2275;"60°12'0.0""";"144°37'0.0""";100,5;2
2276;"67°40'0.0""";"159°57'0.0""";99,39;3
2277;"55°28'0.0""";"118°48'10.0""";99,49;3
2278;"62°24'0.0""";"174°35'0.0""";99,75;1
2279;"51°53'0.0""";"133°58'0.0""";99,6;2
2280;"49°16'0.0""";"109°52'0.0""";99,43;3
2281;"53°36'0.0""";"119°11'0.0""";99,43;3
2282;"43°5'45.0""";"134°8'15.0""";99,45;3
2283;"68°25'0.0""";"-179°50'0.0""";100,36;1
2284;"54°53'5.0""";"117°40'10.0""";100,52;2
2285;"53°1'10.0""";"119°2'0.0""";100,03;1
2286;"64°28'0.0""";"143°17'0.0""";100,48;1
2287;"48°48'0.0""";"102°23'0.0""";100,24;1
2288;"51°19'0.0""";"109°22'0.0""";99,55;2
2289;"43°57'0.0""";"135°8'0.0""";100,24;1
2290;"42°57'40.0""";"134°1'40.0""";100,01;1
2291;"53°51'40.0""";"117°39'20.0""";99,71;2
2292;"69°19'0.0""";"171°30'0.0""";99,62;2
2293;"68°37'0.0""";"137°58'0.0""";100,11;1
2294;"51°48'0.0""";"134°12'0.0""";100,48;1
2295;"63°16'0.0""";"159°55'0.0""";100,54;2
2296;"53°36'30.0""";"118°45'40.0""";99,51;2
2297;"61°18'0.0""";"148°56'0.0""";100,39;1
2298;"51°38'0.0""";"113°42'0.0""";99,95;1
2299;"47°16'10.0""";"138°41'5.0""";99,91;1
2300;"53°55'50.0""";"115°39'0.0""";100,14;1
2301;"49°42'0.0""";"109°46'0.0""";99,56;2
2302;"69°17'0.0""";"171°17'0.0""";100,18;1
2303;"45°33'20.0""";"135°51'0.0""";99,78;1
2304;"61°35'0.0""";"153°22'0.0""";100,47;1
2305;"51°39'0.0""";"110°19'30.0""";99,36;3
2306;"65°14'0.0""";"140°8'0.0""";100,24;1
2307;"46°10'35.0""";"135°39'10.0""";99,86;1
2308;"60°20'0.0""";"138°38'0.0""";99,28;3
2309;"54°8'0.0""";"117°42'50.0""";100,18;1
2310;"48°33'0.0""";"108°0'0.0""";99,77;1
2311;"43°46'15.0""";"134°14'40.0""";99,53;2
2312;"60°1'0.0""";"151°37'0.0""";100,65;2
2313;"63°0'49.0""";"166°20'16.0""";100,72;2
2314;"62°38'0.0""";"150°51'0.0""";100,12;1
2315;"46°8'30.0""";"136°3'10.0""";99,82;1
2316;"53°41'10.0""";"115°6'0.0""";99,89;1
2317;"61°35'0.0""";"151°14'0.0""";100,7;2
2318;"69°57'0.0""";"134°32'0.0""";99,43;3
2319;"68°31'0.0""";"137°58'0.0""";99,56;2
2320;"68°27'0.0""";"-179°44'0.0""";100,28;1
2321;"51°23'0.0""";"113°28'0.0""";100;1
2322;"54°53'40.0""";"119°56'0.0""";99,54;2
2323;"52°7'0.0""";"112°53'0.0""";99,83;1
2324;"53°45'10.0""";"117°37'10.0""";100,26;1
2325;"61°36'0.0""";"146°5'0.0""";100,7;2
2326;"63°54'0.0""";"146°7'0.0""";99,99;1
2327;"66°10'0.0""";"129°21'0.0""";100,46;1
2328;"65°1'0.0""";"141°34'0.0""";100,6;2
2329;"42°39'0.0""";"109°25'0.0""";100,23;1
2330;"66°6'0.0""";"-173°15'0.0""";99,62;2
2331;"52°52'20.0""";"117°14'5.0""";100,02;1
2332;"49°38'0.0""";"111°3'0.0""";99,45;3
2333;"44°32'0.0""";"135°12'0.0""";99,74;2
2334;"67°45'0.0""";"137°34'0.0""";100,54;2
2335;"67°46'0.0""";"179°40'0.0""";99,96;1
2336;"66°12'0.0""";"129°26'0.0""";99,49;3
2337;"49°34'0.0""";"109°18'0.0""";100,44;1
2338;"43°6'53.0""";"133°25'10.0""";100,2;1
2339;"69°21'0.0""";"171°29'0.0""";99,77;1
2340;"50°32'0.0""";"140°2'0.0""";99,33;3
2341;"43°42'5.0""";"135°16'20.0""";100,05;1
2342;"54°17'0.0""";"139°47'0.0""";100,23;1
2343;"43°37'25.0""";"135°11'55.0""";100,19;1
2344;"67°2'0.0""";"158°41'0.0""";100,45;1
2345;"43°48'35.0""";"135°27'10.0""";99,87;1
2346;"51°14'0.0""";"107°31'15.0""";100,32;1
2347;"51°19'0.0""";"109°21'0.0""";100,12;1
2348;"52°26'0.0""";"115°30'0.0""";100,04;1
2349;"53°42'0.0""";"115°7'10.0""";99,81;1
2350;"67°53'0.0""";"178°6'0.0""";100,32;1
2351;"55°43'30.0""";"118°36'30.0""";99,69;2
2352;"50°35'0.0""";"103°52'40.0""";100,21;1
2353;"57°45'0.0""";"138°51'0.0""";99,68;2
2354;"65°26'0.0""";"143°34'0.0""";99,51;2
2355;"50°33'0.0""";"112°53'0.0""";100,02;1
2356;"49°39'0.0""";"112°22'0.0""";99,67;2
2357;"68°10'0.0""";"-179°37'0.0""";100,03;1
2358;"46°39'52.0""";"143°21'50.0""";100,43;1
2359;"61°21'0.0""";"150°5'0.0""";100,47;1
2360;"49°55'0.0""";"112°38'0.0""";100,48;1
2361;"44°30'50.0""";"135°13'30.0""";100,71;2
2362;"47°16'50.0""";"137°2'20.0""";99,49;3
2363;"52°15'30.0""";"117°45'30.0""";99,62;2
2364;"66°24'0.0""";"-175°27'0.0""";100,12;1
2365;"69°52'30.0""";"140°10'0.0""";99,79;1
2366;"54°0'20.0""";"157°0'30.0""";100,34;1
2367;"49°58'0.0""";"113°21'0.0""";100,11;1
2368;"62°21'0.0""";"140°23'0.0""";99,61;2
2369;"52°40'55.0""";"119°15'35.0""";100,11;1
2370;"70°45'0.0""";"161°36'0.0""";100,12;1
2371;"55°52'0.0""";"122°47'0.0""";99,98;1
2372;"43°42'5.0""";"135°16'20.0""";99,92;1
2373;"67°18'0.0""";"147°30'0.0""";99,74;2
2374;"46°50'45.0""";"137°6'8.0""";99,98;1
2375;"55°2'0.0""";"122°38'0.0""";100,24;1
2376;"55°24'20.0""";"118°37'20.0""";100,03;1
2377;"50°26'0.0""";"107°54'0.0""";99,7;2
2378;"49°41'0.0""";"110°28'0.0""";99,5;2
2379;"53°31'30.0""";"113°10'20.0""";99,81;1
2380;"66°30'0.0""";"-179°9'0.0""";100,22;1
2381;"45°34'0.0""";"108°40'0.0""";100,47;1
2382;"62°27'0.0""";"140°16'0.0""";99,93;1
2383;"59°28'0.0""";"141°50'0.0""";99,62;2
2384;"44°31'40.0""";"135°8'25.0""";99,57;2
2385;"66°41'0.0""";"-178°40'0.0""";99,99;1
2386;"51°44'0.0""";"135°36'0.0""";99,83;1
2387;"67°21'0.0""";"175°40'0.0""";99,64;2
2388;"69°33'0.0""";"149°31'0.0""";100,16;1
2389;"64°39'0.0""";"-173°55'0.0""";99,76;1
2390;"53°7'45.0""";"116°58'0.0""";99,79;1
2391;"67°58'0.0""";"169°59'0.0""";100,42;1
2392;"52°28'0.0""";"112°53'0.0""";100,02;1
2393;"46°16'25.0""";"135°54'20.0""";100,29;1
2394;"63°0'53.0""";"165°0'15.0""";100,03;1
2395;"65°56'0.0""";"143°26'0.0""";100,32;1
2396;"49°50'0.0""";"110°23'0.0""";99,76;1
2397;"50°1'17.0""";"143°5'0.0""";100,15;1
2398;"47°14'20.0""";"137°53'20.0""";100,17;1
2399;"46°50'0.0""";"105°59'0.0""";99,52;2
2400;"51°33'20.0""";"110°18'20.0""";99,64;2
2401;"53°58'40.0""";"119°54'30.0""";99,9;1
2402;"62°40'0.0""";"149°6'0.0""";100,18;1
2403;"60°32'0.0""";"152°20'0.0""";99,54;2
2404;"55°45'0.0""";"122°43'0.0""";100,45;1
2405;"56°22'5.0""";"118°16'45.0""";99,54;2
2406;"61°1'0.0""";"148°22'0.0""";100,16;1
2407;"53°18'0.0""";"126°5'0.0""";100;1
2408;"61°9'0.0""";"151°6'0.0""";99,12;3
2409;"53°40'40.0""";"115°6'0.0""";99,94;1
2410;"52°47'30.0""";"114°28'30.0""";99,69;2
2411;"54°57'40.0""";"119°54'55.0""";99,65;2
2412;"53°10'30.0""";"119°20'5.0""";100,49;1
2413;"69°7'0.0""";"168°37'0.0""";99,86;1
2414;"53°40'0.0""";"122°39'0.0""";99,98;1
2415;"53°28'30.0""";"116°49'0.0""";99,53;2
2416;"43°6'53.0""";"133°25'10.0""";100,17;1
2417;"54°7'30.0""";"117°42'50.0""";99,56;2
2418;"67°50'0.0""";"-178°50'0.0""";100,49;1
2419;"61°55'0.0""";"139°27'0.0""";100,5;2
2420;"64°44'0.0""";"146°49'0.0""";100,35;1
2421;"47°23'48.0""";"138°3'6.0""";99,56;2
2422;"43°45'25.0""";"135°25'5.0""";99,6;2
2423;"43°54'25.0""";"135°29'15.0""";100,55;2
2424;"50°7'0.0""";"110°5'0.0""";99,61;2
2425;"51°46'0.0""";"113°15'0.0""";100,36;1
2426;"67°22'0.0""";"135°1'0.0""";100,07;1
2427;"53°24'20.0""";"118°39'30.0""";100,5;2
2428;"45°40'0.0""";"137°15'0.0""";99,7;2
2429;"45°42'40.0""";"134°14'30.0""";100,23;1
2430;"69°40'0.0""";"171°30'0.0""";99,33;3
2431;"51°19'0.0""";"109°23'0.0""";100,13;1
2432;"44°37'55.0""";"134°23'15.0""";99,26;3
2433;"49°59'0.0""";"111°28'0.0""";99,68;2
2434;"53°32'30.0""";"119°29'0.0""";99,52;2
2435;"47°15'54.0""";"137°18'40.0""";99,52;2
2436;"54°6'35.0""";"116°38'10.0""";99,93;1
2437;"54°13'15.0""";"116°15'0.0""";99,62;2
2438;"51°34'0.0""";"111°53'0.0""";100,48;1
2439;"51°7'0.0""";"113°6'0.0""";100,29;1
2440;"65°58'0.0""";"135°52'0.0""";99,89;1
2441;"66°9'0.0""";"129°25'0.0""";99,8;1
2442;"69°35'0.0""";"141°38'0.0""";99,86;1
2443;"67°12'0.0""";"-179°5'0.0""";99,95;1
2444;"49°41'0.0""";"109°46'0.0""";99,73;2
2445;"66°45'0.0""";"-177°41'0.0""";99,61;2
2446;"69°21'0.0""";"164°19'0.0""";100,31;1
2447;"50°19'30.0""";"101°36'0.0""";99,49;3
2448;"51°7'0.0""";"113°4'0.0""";99,94;1
2449;"67°32'0.0""";"-177°50'0.0""";100,36;1
2450;"48°10'0.0""";"132°35'0.0""";100,24;1
2451;"50°18'0.0""";"108°37'0.0""";100,19;1
2452;"51°30'0.0""";"110°10'0.0""";99,88;1
2453;"52°45'30.0""";"115°39'40.0""";100,31;1
2454;"46°48'45.0""";"137°4'20.0""";100,14;1
2455;"67°51'0.0""";"179°37'0.0""";99,89;1
2456;"47°22'42.0""";"138°6'6.0""";99,75;1
2457;"52°43'50.0""";"110°53'30.0""";99,7;2
2458;"55°46'10.0""";"117°39'10.0""";99,59;2
2459;"50°33'30.0""";"103°54'30.0""";99,76;1
2460;"47°16'48.0""";"138°41'23.0""";99,99;1
2461;"65°5'0.0""";"-179°50'0.0""";100,59;2
2462;"53°31'40.0""";"118°57'0.0""";99,97;1
2463;"51°23'0.0""";"109°31'0.0""";100,16;1
2464;"67°17'0.0""";"157°55'0.0""";100,16;1
2465;"49°59'0.0""";"110°8'0.0""";99,96;1
2466;"48°41'26.0""";"104°54'17.0""";99,32;3
2467;"54°4'10.0""";"117°50'0.0""";100,37;1
2468;"47°4'50.0""";"134°49'5.0""";100,65;2
2469;"49°30'0.0""";"138°51'0.0""";100,6;2
2470;"49°39'0.0""";"110°26'0.0""";100,02;1
2471;"42°59'50.0""";"134°7'40.0""";99,61;2
2472;"69°36'0.0""";"171°20'0.0""";100,3;1
2473;"69°5'0.0""";"174°15'0.0""";100,28;1
2474;"67°38'30.0""";"149°17'30.0""";100,48;1
2475;"52°35'0.0""";"114°11'30.0""";100,48;1
2476;"53°36'0.0""";"119°11'0.0""";99,75;1
2477;"69°22'0.0""";"145°31'0.0""";99,71;2
2478;"47°27'0.0""";"138°43'0.0""";100,23;1
2479;"47°45'0.0""";"109°13'24.0""";99,69;2
2480;"68°3'0.0""";"135°58'0.0""";100,1;1
2481;"50°33'0.0""";"103°55'0.0""";99,82;1
2482;"53°41'20.0""";"115°6'0.0""";100,14;1
2483;"54°53'30.0""";"118°33'25.0""";99,91;1
2484;"50°58'0.0""";"112°56'0.0""";100,18;1
2485;"63°17'0.0""";"174°44'0.0""";100,03;1
2486;"68°45'0.0""";"165°16'0.0""";100,17;1
2487;"63°26'0.0""";"148°59'0.0""";100,39;1
2488;"43°40'0.0""";"135°10'0.0""";100,15;1
2489;"53°30'0.0""";"119°11'0.0""";99,83;1
2490;"49°38'0.0""";"109°21'0.0""";100,36;1
2491;"50°31'40.0""";"104°42'0.0""";100,06;1
2492;"49°43'0.0""";"109°48'0.0""";99,99;1
2493;"44°30'40.0""";"136°11'30.0""";99,95;1
2494;"69°42'0.0""";"137°58'0.0""";99,76;1
2495;"62°21'0.0""";"140°23'0.0""";99,01;3
2496;"51°7'0.0""";"112°59'0.0""";100,45;1
2497;"52°22'0.0""";"115°20'0.0""";99,9;1
2498;"49°42'0.0""";"108°53'0.0""";99,48;3
2499;"51°9'0.0""";"113°8'0.0""";99,94;1
2500;"51°15'0.0""";"113°28'0.0""";100,16;1
2501;"51°4'0.0""";"113°13'0.0""";99,69;2
2502;"62°35'0.0""";"150°58'0.0""";100,62;2
2503;"46°0'0.0""";"137°45'0.0""";100,31;1
2504;"67°52'0.0""";"135°4'0.0""";100,4;1
2505;"52°15'20.0""";"111°3'0.0""";100,11;1
2506;"49°40'0.0""";"110°27'0.0""";99,89;1
2507;"43°41'50.0""";"135°12'10.0""";99,72;2
2508;"66°19'0.0""";"137°49'0.0""";100,75;3
2509;"53°36'0.0""";"119°11'0.0""";99,85;1
2510;"53°45'0.0""";"115°18'0.0""";99,86;1
2511;"51°21'0.0""";"109°18'0.0""";100,28;1
2512;"69°34'0.0""";"170°25'0.0""";99,56;2
2513;"49°39'0.0""";"112°19'0.0""";99,66;2
2514;"66°9'0.0""";"129°15'0.0""";99,67;2
2515;"46°9'10.0""";"136°2'25.0""";100,04;1
2516;"61°9'0.0""";"142°22'0.0""";100,52;2
2517;"66°10'0.0""";"129°29'0.0""";99,52;2
2518;"52°32'40.0""";"109°41'30.0""";100,3;1
2519;"51°7'0.0""";"113°5'0.0""";100;1
2520;"53°50'20.0""";"119°7'0.0""";100,26;1
2521;"51°47'0.0""";"135°38'0.0""";100,45;1
2522;"42°8'0.0""";"105°18'20.0""";99,43;3
2523;"66°37'0.0""";"153°27'0.0""";100,31;1
2524;"63°11'0.0""";"148°20'0.0""";99,6;2
2525;"53°49'50.0""";"119°47'20.0""";100,29;1
2526;"53°44'50.0""";"115°19'30.0""";100,15;1
2527;"50°3'0.0""";"111°12'0.0""";100,43;1
2528;"65°28'0.0""";"-175°33'0.0""";99,62;2
2529;"54°55'45.0""";"118°3'0.0""";99,51;2
2530;"43°6'53.0""";"133°25'10.0""";100,37;1
2531;"46°15'20.0""";"137°45'20.0""";99,59;2
2532;"53°33'45.0""";"119°17'0.0""";100,4;1
2533;"69°39'0.0""";"171°31'0.0""";99,83;1
2534;"60°35'30.0""";"141°31'30.0""";100,55;2
2535;"68°3'0.0""";"163°56'0.0""";99,7;2
2536;"47°14'20.0""";"113°54'7.0""";99,66;2
2537;"52°41'15.0""";"116°47'25.0""";99,73;2
2538;"61°11'0.0""";"145°27'0.0""";100,37;1
2539;"53°27'0.0""";"123°15'0.0""";100,59;2
2540;"50°2'40.0""";"143°4'0.0""";100,21;1
2541;"60°42'0.0""";"138°30'0.0""";99,63;2
2542;"49°53'0.0""";"112°53'0.0""";99,88;1
2543;"43°34'35.0""";"133°56'20.0""";99,54;2
2544;"46°55'27.0""";"137°21'0.0""";99,32;3
2545;"49°38'0.0""";"112°7'0.0""";99,84;1
2546;"68°57'0.0""";"165°6'0.0""";99,88;1
2547;"50°7'0.0""";"109°47'0.0""";99,6;2
2548;"67°4'0.0""";"158°30'0.0""";100,53;2
2549;"48°7'0.0""";"107°42'0.0""";99,63;2
2550;"47°29'0.0""";"104°50'0.0""";99,83;1
2551;"65°2'0.0""";"141°51'0.0""";99,87;1
2552;"57°22'0.0""";"139°7'0.0""";100,16;1
2553;"50°11'0.0""";"112°7'0.0""";100,51;2
2554;"51°7'0.0""";"135°47'0.0""";100,16;1
2555;"67°4'0.0""";"158°32'0.0""";100,53;2
2556;"47°29'40.0""";"138°53'4.0""";99,8;1
2557;"52°28'10.0""";"114°30'30.0""";99,66;2
2558;"53°32'25.0""";"119°1'0.0""";99,63;2
2559;"52°48'0.0""";"116°39'30.0""";99,73;2
2560;"52°19'0.0""";"114°44'40.0""";99,92;1
2561;"62°23'0.0""";"150°3'0.0""";100,31;1
2562;"44°18'25.0""";"135°28'0.0""";100,41;1
2563;"44°21'0.0""";"135°10'0.0""";99,89;1
2564;"43°6'53.0""";"133°25'10.0""";100,5;2
2565;"53°58'0.0""";"140°10'0.0""";100;1
2566;"46°54'0.0""";"105°51'0.0""";100,57;2
2567;"64°17'40.0""";"163°40'30.0""";99,45;3
2568;"46°8'25.0""";"136°3'0.0""";100,07;1
2569;"50°10'0.0""";"136°21'0.0""";100,05;1
2570;"50°57'0.0""";"110°17'0.0""";100,39;1
2571;"51°47'0.0""";"135°37'0.0""";99,58;2
2572;"47°27'0.0""";"138°43'0.0""";100,43;1
2573;"66°8'0.0""";"129°18'0.0""";99,72;2
2574;"55°23'0.0""";"135°14'0.0""";99,7;2
2575;"49°25'0.0""";"107°50'0.0""";99,41;3
2576;"55°11'55.0""";"118°58'30.0""";99,48;3
2577;"55°45'40.0""";"117°50'5.0""";100,31;1
2578;"44°29'15.0""";"136°7'10.0""";99,89;1
2579;"53°32'30.0""";"119°25'50.0""";99,76;1
2580;"46°15'45.0""";"137°36'40.0""";99,7;2
2581;"49°57'0.0""";"112°37'0.0""";99,56;2
2582;"53°44'30.0""";"115°19'10.0""";100,35;1
2583;"60°37'0.0""";"143°9'0.0""";100,05;1
2584;"64°50'25.0""";"168°30'40.0""";99,37;3
2585;"53°8'35.0""";"116°55'0.0""";100,11;1
2586;"49°39'0.0""";"110°28'0.0""";100,16;1
2587;"52°42'43.0""";"116°48'50.0""";100,37;1
2588;"45°51'30.0""";"107°45'30.0""";99,49;3
2589;"67°40'0.0""";"160°0'0.0""";99,86;1
2590;"62°12'0.0""";"158°20'0.0""";100,03;1
2591;"52°49'45.0""";"114°31'50.0""";99,58;2
2592;"67°28'0.0""";"178°37'0.0""";100,7;2
2593;"54°50'40.0""";"117°22'0.0""";99,59;2
2594;"64°56'0.0""";"140°22'0.0""";100,15;1
2595;"46°32'50.0""";"135°53'0.0""";100,42;1
2596;"63°16'0.0""";"159°14'0.0""";99,91;1
2597;"52°38'20.0""";"114°2'10.0""";99,59;2
2598;"63°19'0.0""";"148°10'0.0""";99,81;1
2599;"50°18'0.0""";"108°34'0.0""";99,61;2
2600;"50°23'0.0""";"110°4'0.0""";99,66;2
2601;"50°59'0.0""";"113°24'0.0""";99,9;1
2602;"46°18'50.0""";"135°30'0.0""";99,84;1
2603;"55°23'0.0""";"135°14'0.0""";99,74;2
2604;"53°5'30.0""";"119°11'30.0""";100,04;1
2605;"50°1'0.0""";"111°44'0.0""";100,11;1
2606;"53°33'50.0""";"118°56'0.0""";99,61;2
2607;"43°55'0.0""";"135°28'0.0""";100,76;3
2608;"47°2'45.0""";"137°45'5.0""";99,82;1
2609;"67°57'0.0""";"-179°27'0.0""";100,08;1
2610;"70°36'0.0""";"162°28'0.0""";100,3;1
2611;"53°41'10.0""";"115°5'20.0""";100,27;1
2612;"43°38'25.0""";"135°13'30.0""";99,91;1
2613;"66°10'0.0""";"129°28'0.0""";99,68;2
2614;"65°33'0.0""";"-171°38'0.0""";99,55;2
2615;"54°4'0.0""";"136°57'0.0""";99,68;2
2616;"60°43'0.0""";"149°25'0.0""";99,84;1
2617;"68°18'0.0""";"-178°12'0.0""";100,37;1
2618;"69°27'0.0""";"163°36'0.0""";100,19;1
2619;"69°22'0.0""";"162°41'0.0""";99,95;1
2620;"66°4'0.0""";"-172°21'0.0""";100,24;1
2621;"68°50'0.0""";"137°50'0.0""";99,54;2
2622;"51°55'0.0""";"111°52'0.0""";100,29;1
2623;"52°40'20.0""";"116°55'30.0""";100,12;1
2624;"66°9'0.0""";"129°18'0.0""";99,89;1
2625;"52°44'40.0""";"116°46'0.0""";99,75;1
2626;"66°10'0.0""";"129°23'0.0""";100,11;1
2627;"53°32'10.0""";"118°58'0.0""";100,17;1
2628;"66°9'0.0""";"129°22'0.0""";99,61;2
2629;"46°32'0.0""";"108°50'0.0""";99,57;2
2630;"55°18'30.0""";"119°17'5.0""";100,21;1
2631;"62°37'0.0""";"150°50'0.0""";100,38;1
2632;"60°29'0.0""";"151°18'0.0""";100,05;1
2633;"69°58'0.0""";"140°42'0.0""";99,69;2
2634;"51°56'0.0""";"111°53'0.0""";100,05;1
2635;"51°19'0.0""";"109°21'0.0""";100,22;1
2636;"52°19'0.0""";"139°12'0.0""";100,12;1
2637;"53°56'40.0""";"115°38'0.0""";99,56;2
2638;"65°27'0.0""";"142°20'0.0""";100,16;1
2639;"53°1'0.0""";"116°32'25.0""";99,76;1
2640;"66°28'0.0""";"-179°20'0.0""";100,46;1
2641;"52°22'5.0""";"117°57'50.0""";100,19;1
2642;"43°39'30.0""";"135°13'20.0""";100,11;1
2643;"64°27'0.0""";"143°8'0.0""";99,95;1
2644;"43°48'35.0""";"135°27'40.0""";100,19;1
2645;"68°11'0.0""";"-178°20'0.0""";100,67;2
2646;"49°21'0.0""";"138°59'0.0""";100,15;1
2647;"51°12'0.0""";"108°38'0.0""";99,83;1
2648;"62°18'0.0""";"159°13'0.0""";100,32;1
2649;"53°58'0.0""";"119°53'20.0""";99,81;1
2650;"66°13'0.0""";"129°27'0.0""";99,95;1
2651;"43°34'0.0""";"133°56'0.0""";100,18;1
2652;"49°35'0.0""";"112°40'0.0""";99,69;2
2653;"62°21'0.0""";"140°23'0.0""";100,23;1
2654;"72°44'0.0""";"140°45'0.0""";99,83;1
2655;"62°16'0.0""";"174°9'0.0""";99,54;2
2656;"54°20'30.0""";"116°59'0.0""";99,83;1
2657;"43°16'30.0""";"133°3'50.0""";99,94;1
2658;"63°18'0.0""";"151°4'0.0""";100,38;1
2659;"51°19'0.0""";"109°21'0.0""";99,99;1
2660;"49°30'0.0""";"111°22'0.0""";99,48;3
2661;"52°6'0.0""";"112°6'0.0""";100,23;1
2662;"51°13'0.0""";"113°16'0.0""";100,17;1
2663;"48°44'0.0""";"138°29'0.0""";99,91;1
2664;"65°8'0.0""";"134°58'0.0""";99,66;2
2665;"67°30'12.0""";"176°39'48.0""";99,78;1
2666;"52°29'20.0""";"117°30'30.0""";99,59;2
2667;"50°35'0.0""";"103°52'40.0""";99,33;3
2668;"53°43'40.0""";"115°17'30.0""";99,81;1
2669;"54°12'50.0""";"117°55'50.0""";100,22;1
2670;"43°52'0.0""";"135°8'0.0""";100,23;1
2671;"54°5'30.0""";"117°52'10.0""";100,35;1
2672;"43°48'35.0""";"135°24'40.0""";99,66;2
2673;"49°29'0.0""";"108°45'0.0""";99,5;2
2674;"52°14'40.0""";"117°39'45.0""";99,5;2
2675;"64°4'0.0""";"168°3'0.0""";100,07;1
2676;"52°35'0.0""";"134°5'0.0""";100,12;1
2677;"50°3'10.0""";"143°4'48.0""";100,34;1
2678;"47°46'30.0""";"138°9'35.0""";100,37;1
2679;"44°36'45.0""";"135°11'0.0""";99,5;2
2680;"69°42'0.0""";"141°41'0.0""";99,78;1
2681;"63°8'0.0""";"155°8'0.0""";99,68;2
2682;"73°25'0.0""";"139°45'0.0""";100,27;1
2683;"52°46'35.0""";"114°35'20.0""";100,49;1
2684;"60°32'0.0""";"150°1'0.0""";99,99;1
2685;"46°18'45.0""";"135°34'25.0""";100,55;2
2686;"52°8'40.0""";"114°10'30.0""";100;1
2687;"53°34'40.0""";"118°59'0.0""";99,56;2
2688;"58°10'0.0""";"138°16'0.0""";100,34;1
2689;"64°16'40.0""";"164°4'0.0""";99,95;1
2690;"62°37'0.0""";"140°46'0.0""";100,37;1
2691;"47°12'5.0""";"137°27'0.0""";100,12;1
2692;"61°31'0.0""";"153°32'0.0""";100,98;3
2693;"43°38'30.0""";"135°13'20.0""";99,34;3
2694;"72°6'0.0""";"141°6'0.0""";100,24;1
2695;"69°24'0.0""";"145°28'0.0""";100,85;3
2696;"67°39'12.0""";"177°23'0.0""";99,57;2
2697;"68°40'0.0""";"150°25'0.0""";99,69;2
2698;"69°35'0.0""";"150°15'0.0""";100,23;1
2699;"50°13'27.0""";"143°1'15.0""";99,73;2
2700;"47°13'45.0""";"137°51'20.0""";99,71;2
2701;"53°35'0.0""";"119°11'0.0""";99,68;2
2702;"67°53'48.0""";"176°5'12.0""";100,02;1
2703;"73°38'0.0""";"142°12'0.0""";99,74;2
2704;"61°45'0.0""";"150°9'0.0""";99,94;1
2705;"52°24'0.0""";"134°19'0.0""";100;1
2706;"51°36'0.0""";"112°55'0.0""";99,95;1
2707;"50°42'0.0""";"136°14'0.0""";99,87;1
2708;"52°49'30.0""";"114°29'0.0""";100,44;1
2709;"50°18'0.0""";"108°34'0.0""";99,83;1
2710;"54°0'20.0""";"119°10'50.0""";100,33;1
2711;"58°55'0.0""";"151°54'0.0""";99,98;1
2712;"69°55'0.0""";"170°50'0.0""";99,15;3
2713;"68°12'0.0""";"-178°22'0.0""";100,41;1
2714;"53°36'0.0""";"119°11'0.0""";99,51;2
2715;"50°57'0.0""";"110°53'0.0""";100,57;2
2716;"52°36'30.0""";"115°16'50.0""";99,6;2
2717;"49°30'0.0""";"111°4'0.0""";99,91;1
2718;"53°0'40.0""";"115°12'50.0""";100,48;1
2719;"62°7'0.0""";"173°49'0.0""";99,58;2
2720;"54°35'0.0""";"136°48'0.0""";100,11;1
2721;"67°40'0.0""";"138°50'0.0""";99,77;1
2722;"65°24'0.0""";"-179°51'0.0""";99,62;2
2723;"49°14'0.0""";"109°52'0.0""";100,41;1
2724;"60°35'0.0""";"143°8'0.0""";100,06;1
2725;"51°58'0.0""";"111°51'0.0""";100,24;1
2726;"63°19'0.0""";"151°16'0.0""";100,39;1
2727;"66°8'0.0""";"129°23'0.0""";100,13;1
2728;"54°25'0.0""";"123°16'0.0""";100;1
2729;"54°0'10.0""";"119°12'30.0""";99,52;2
2730;"66°12'0.0""";"129°28'0.0""";99,55;2
2731;"64°51'0.0""";"161°46'0.0""";100,3;1
2732;"44°18'20.0""";"135°27'40.0""";99,83;1
2733;"64°56'0.0""";"141°30'0.0""";99,44;3
2734;"50°21'0.0""";"108°13'0.0""";100,1;1
2735;"45°7'50.0""";"136°7'50.0""";100,16;1
2736;"60°17'0.0""";"144°31'0.0""";99,72;2
